Task ID,Created At,Completed At,Last Modified,Name,Assignee,Due Date,Tags,Notes,Projects,Parent Task
10063615021448,2014-02-04,2014-05-23,2014-05-23,label bug,sohel,,Bugs,"---------- Forwarded message ----------
From: Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>

Date: Tue, Feb 4, 2014 at 4:59 AM
Subject: label bug
To: ""task@cakewalk.in <mailto:task@cakewalk.in>"" <task@cakewalk.in <mailto:task@cakewalk.in>>

Not sure how I created it &ndash; switched a few tabs in search dialog&hellip;",Label Issues,
10063606200667,2014-02-04,2014-03-24,2014-03-24,URGENT: NEAR keyword not showing up RED in excel export,Asif Solkar,,Bugs,"---------- Forwarded message ----------
From: Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>

Date: Wed, Feb 5, 2014 at 4:48 AM
Subject: URGENT: NEAR keyword not showing up RED in excel export
To: ""task@cakewalk.in <mailto:task@cakewalk.in>"" <task@cakewalk.in <mailto:task@cakewalk.in>>

Cc: ""Amit Pareek (amitpareek@cakewalk.in <mailto:amitpareek@cakewalk.in>)"" <amitpareek@cakewalk.in <mailto:amitpareek@cakewalk.in>>

I was able to replicate this bug. This client is very sensitive to all the issue we been having, need solution/fix ASAP!

From: Ramirez, Tanya

Sent: Tuesday, February 04, 2014 10:58 AM

To: 'help@doctorevidence.com <mailto:'help@doctorevidence.com>'

Subject: Keywords are not highlighted when exported to Excel

Dear helpdesk,

1.
I completed the following search:

1.
D&A, contains, subcutaneous injecti*, red, And

2.
D&A, contains, administered NEAR8 provider, red, blank

2.
I came across &lsquo;Sandostatin Lar Depot&rsquo; as the search result

3.
Issue: The keywords noted under 1.1 and 1.2 were highlighted in red within the software; however, when exported to Excel the keywords were no longer
highlighted.

I have included a print screens in the first tab and the search results in the second tab (see below).

Regards,

Tanya Ramirez

GEM - Regulatory Intelligence

A

Amgen, Inc.

Direct: 805.447.2494 &bull; Ext. 72494

E-mail:
tramirez@amgen.com <mailto:tramirez@amgen.com>",Label Issues,
10063587636591,2014-02-04,2014-03-24,2014-04-18,Feedback,Asif Solkar,,,"---------- Forwarded message ----------
From: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Date: Wed, Feb 5, 2014 at 7:42 AM
Subject: Re: Feedback
To: Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>
Cc: Scott Clymer <sclymer@doctorevidence.com <mailto:sclymer@doctorevidence.com>>, Hae Kim <hkim@doctorevidence.com <mailto:hkim@doctorevidence.com>>, Amit Pareek <amit@cakewalk.in <mailto:amit@cakewalk.in>>, Brittany Goettsch <bgoettsch@doctorevidence.com <mailto:bgoettsch@doctorevidence.com>>

Edan,

Please see the screenshot below in which I was able to reproduce at least a part of Debbie&rsquo;s issue with the distorted arrow image. Is this an issue with how special characters are being exported to Word?

Thanks,

Toby

From: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Date: Thursday, January 30, 2014 at 7:10 AM

To: Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>

Cc: Scott Clymer <sclymer@doctorevidence.com <mailto:sclymer@doctorevidence.com>>, Hae Kim <hkim@doctorevidence.com <mailto:hkim@doctorevidence.com>>, Amit Pareek <amit@cakewalk.in <mailto:amit@cakewalk.in>>

Subject: FW: Feedback

Hi Edan,

Please see the below issue reported by one of the trial users at GSK. We&rsquo;ll go through replicating it and see if there&rsquo;s a way around it.

Thanks,

Toby

From: Debbie Thomas <debbie.a.thomas@gsk.com <mailto:debbie.a.thomas@gsk.com>>

Date: Thursday, January 30, 2014 at 9:11 AM

To: Stuart Hobbs <stuart.x.hobbs@gsk.com <mailto:stuart.x.hobbs@gsk.com>>

Cc: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Subject: RE: Feedback

Hi All,

Please see screen shots for comparison of the following labels:  abacavir sulfate (ViiV), lamivudine (ViiV) and emtricitabine + tenofovir, i.e. truvada (Gilead).

To get all three originally on one page, I need pick 11x17 paper in page layout.  It gives me the following.  As you can see, the Gilead label is very wide.

If I then try to adjust the column width by distributing the columns evenly, I get the following.  Although there appears to be plenty of room to display the PK table for truvada it squishes it all to one side.

Here is an example of the problem I had before with the sideways arrows in these tables becoming really big when trying to adjust the column width.

I hope this helps.

Kind regards,

Deborah A Thomas, PhD
Director, Labeling Strategy
Global Regulatory Affairs, Labeling US
RD Chief Regulatory Office

GSK
5 Moore Drive, PO Box 13398, RTP, NC 27709-3398, United States
Email
debbie.a.thomas@gsk.com <mailto:debbie.a.thomas@gsk.com>
Mobile  +1-919 698 6667
Tel       +1-919 483 9959

gsk.com <http://www.gsk.com/>  |
Twitter <http://twitter.com/GSK>  |
YouTube <http://www.youtube.com/user/gskvision>  |
Facebook <http://www.facebook.com/glaxosmithkline>  |
Flickr <http://www.flickr.com/photos/glaxosmithkline>

From: Stuart Hobbs

Sent: Wednesday, January 29, 2014 3:41 PM

To: Debbie Thomas

Cc: Toby Sayre

Subject: FW: Feedback

Debbie:
Can you see Toby&rsquo;s email below and help him sort out it issue.

Regards,

Stuart

Stuart Hobbs, PharmD
Sr Director
GRA Labeling
RD Chief Regulatory Office

GSK
5 Moore Drive, PO Box 13398, RTP, NC 27709-3398, United States

Email
stuart.x.hobbs@gsk.com <mailto:stuart.x.hobbs@gsk.com>
Tel       +1 919 483 6567

From: Toby Sayre [mailto:tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>]

Sent: Wednesday, January 29, 2014 3:13 PM

To: Stuart Hobbs

Cc: Scott Clymer; Arthur Bell

Subject: Re: Feedback

Hi Stuart,

Thank you for sending me this feedback! Could you send me a bit more context around what labels were exported? Screenshots of the labels or the export would be helpful in tracking down the issue.

Also, great to finally meet you in person yesterday. We got on one of the last flights out from RDU after the meeting. Hope you didn&rsquo;t get too much snow.

Thanks,

Toby

From: Stuart Hobbs <stuart.x.hobbs@gsk.com <mailto:stuart.x.hobbs@gsk.com>>

Date: Wednesday, January 29, 2014 at 12:03 PM

To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Subject: Feedback

Toby:
Thought I would forward this comment to you.  Not sure if you have seen this problem before but I can follow-up if you need more info.

HI Stuart,

One comment after using the tool.  Not sure if it is specific to the tool or the docs they are pulling in but found some difficulties with the Gilead labels in the clin pharm sections.  If the sideways arrow
was used, this was at a very big size that I wasn&rsquo;t able to easily scale down.  This made it hard to display multiple labels on the same page in word.  Don&rsquo;t know if there is anything they can do around this formatting.  Otherwise once you showed me the comparison
section, I found the tool easy to use.

Regards,

Stuart

Stuart Hobbs, PharmD
Sr Director
GRA Labeling
RD Chief Regulatory Office

GSK
5 Moore Drive, PO Box 13398, RTP, NC 27709-3398, United States

Email
stuart.x.hobbs@gsk.com <mailto:stuart.x.hobbs@gsk.com>
Tel       +1 919 483 6567",Label Issues,
10376871131940,2014-02-19,2014-03-24,2014-04-18,Save Changes issue - after delete saved search,Ajay,2014-02-27,"Bugs,Error","Steps to produce error:

1) New Search
2) Saved it
3) Go to Saved Search from Search
4) Delete this same Saved search
5) Click on Action column and View it.
6) Click on Save Search.
 ",Label Issues,
10376871131952,2014-02-19,,2014-06-12,Show All / Hide Unselected,sohel,2014-02-27,"Bugs,Low Priority","sometimes it happens that when click on ""hide unselected"" it also shows unselected label or SPC in result grid. Specially while there is CDS added in search result.",Label Issues,
10376871131957,2014-02-19,2014-03-26,2014-03-26,Quick Add,sohel,2014-02-27,Bugs,"When add Label to compare with search result from Quick add, and if any label selected in search result, its get unselected.",Label Issues,
10376871131963,2014-02-19,2014-03-25,2014-04-18,Quick Add - Generic Name - Humira,Ajay,2014-02-27,Bugs,Search with Generic Name => Contains => Humira gives result while same with Quick Add did not give any result. ,Label Issues,
10376871131972,2014-02-19,2014-03-24,2014-04-18,"Mass Email from Options, on Send click",Ajay,2014-02-27,"Bugs,Error","Options => Create User/ Send Mass Emails

without ""select group"" and write ""Subject"", if directly click on Send button it gives an error.",Label Issues,
10376871131977,2014-02-19,2014-03-24,2014-04-18,From Quick Add,Ajay,2014-02-27,Bugs,"Add from quick add, then search with same from New search, then again from quick add try to add same.",Label Issues,
10376871131982,2014-02-19,2014-03-24,2014-04-18,difference in view for added CDS from search result as well as from compare panel,Ajay,2014-02-27,Bugs,,Label Issues,
10376871131993,2014-02-19,2014-05-23,2014-05-23,Follow CDS,Ajay,2014-02-27,Bugs,"Unable to follow CDS then why button text changes to ""Unfollow""",Label Issues,
10376871132005,2014-02-19,2014-03-24,2014-04-18,Sometimes Save As.. PDF and Word not working in View.,Ajay,2014-02-27,Bugs,,Label Issues,
10432099832493,2014-02-20,2014-06-05,2014-06-05,Sometimes view from search result for CDS appear blank (mostly in IE 11),Ajay,2014-02-27,Bugs,,Label Issues,
10432099832497,2014-02-20,,2014-03-26,Comparison of section is also showing blank in IE while for same its showing fine in Chrome for CDS.,,,,,,Sometimes view from search result for CDS appear blank (mostly in IE 11)
10432099832499,2014-02-20,2014-06-05,2014-06-05,Save As button for CDS view not working properly sometimes.,sohel,2014-02-27,Bugs,,Label Issues,
10432099832507,2014-02-20,,2014-06-12,Difference results between search and quick add.,sohel,2014-02-27,"Bugs,Low Priority",,Label Issues,
10432099832511,2014-02-20,2014-03-24,2014-04-18,"In Quick add, Search By Combo not opened sometimes.",sohel,2014-02-27,Bugs,,Label Issues,
10432099832528,2014-02-20,2014-06-06,2014-06-06,No proper text display in message box.,sohel,2014-02-27,Bugs,In IE in more than one page.,Label Issues,
10432099832533,2014-02-20,2014-03-24,2014-04-18,Provide tool tip for change section,sohel,2014-02-27,Suggestion,,Label Issues,
10432099832538,2014-02-20,2014-03-24,2014-04-18,"Absence of Topbar, if view from track label",Ajay,2014-02-27,Bugs,,Label Issues,
10432099832542,2014-02-20,2014-06-06,2014-06-06,Dashboard News,sohel,2014-02-27,Bugs,Kindly check attachment,Label Issues,
10432099832546,2014-02-20,2014-03-24,2014-04-18,No any label to select when click on Export to... without search,sohel,2014-02-27,Suggestion,"""Export comparison to Excel"" and in ""Export comparison to word"".

Kindly provide different alert, here ""Please select at least one label to export"" displays but there is no any Label to select.",Label Issues,
10432099832553,2014-02-21,,2014-06-12,"In comparison window of Label, Search Term key word removed.",sohel,2014-02-27,"Bugs,Low Priority","steps:

1) Click on compare from search result list
2) Select two version for compare
3) Click on search from top bar
4) Search any keyword with highlight colour
5) Change Highlight colour and again search same
6) Click on Clear Highlight, it removes highlighted text

",Label Issues,
10432099832560,2014-02-21,2014-03-24,2014-04-18,Save As Saved Label,sohel,2014-02-27,"Bugs,Error","Steps:

1) Go to Saved Search in Search window
2) Click on Action on any saved label and select edit
3) Click on Save As from New Search tab.
4) Enter search name and click on OK



",Label Issues,
10432099832565,2014-02-21,,2014-02-21,Also check for search name should not blank.,,,,,,Save As Saved Label
10432099832567,2014-02-21,2014-03-24,2014-04-18,Add saved search in folder with blank spaces.,sohel,2014-02-27,Bugs,Give blank space and click on add icon.,Label Issues,
10432099832573,2014-02-21,2014-03-24,2014-04-18,Click on Export search matrix before search for Label,sohel,2014-02-27,Bugs,Kindly display proper text as a user alert.,Label Issues,
10432099832579,2014-02-21,2014-06-06,2014-06-06,"Folder or Folder Name not exists if all item removed from it in ""Saved Search"" tab in ""Search""",sohel,2014-02-27,Bugs,,Label Issues,
10432099832581,2014-02-21,2014-03-24,2014-04-18,Saved search in Search window selected check box get dis selected on row click ,sohel,2014-02-27,Suggestion,"If user select some Label from Saved search tab for any reason, and if he/she click on row (i.e.  not on check box but on other part of that row) then all selected label get dis selected.

Kindly look into this.",Label Issues,
10432099832589,2014-02-21,2014-06-06,2014-06-06,"In saved search in Search window, during move label.",Ajay,2014-02-27,Bugs,"select all the label from any folder and try to move it in same folder, all Label get dis selected While If there is other label from different folder then all selected label for move get selected in at selected folder for move.",Label Issues,
10432099832597,2014-02-21,2014-05-23,2014-05-23,"No need to bind ""Follow"" with CDS if we cannot follow it.",sohel,2014-02-27,Suggestion,,Label Issues,
10432099832602,2014-02-21,2014-03-24,2014-04-18,"In Options, Ac Settings",sohel,2014-02-27,Bugs,"Its Update First Name with "" "" (Space), Kindly check this for all Field in Account Settings.",Label Issues,
10432099832606,2014-02-21,2014-05-23,2014-05-23,"In Options => Admin => Manage Users=> Add User tab , Save user with blank fields.",sohel,2014-02-27,Bugs,"Kindly also provide proper alert so user can easily read whole message.
",Label Issues,
10432099832612,2014-02-21,,2014-02-21,"Without ""confirm"" field it saves user, Kindly give proper validation.",,,,,,"In Options => Admin => Manage Users=> Add User tab , Save user with blank fields."
10432099832619,2014-02-21,2014-05-23,2014-05-23,"Kindly check all the features provide in Option => Admin , Give proper validation for all fields.",Ajay,2014-02-27,Suggestion,,Label Issues,
10478486036619,2014-02-23,2014-03-24,2014-04-18,Kindly provide maximum text length for folder name in saved search,sohel,2014-02-27,Suggestion,,Label Issues,
10478486036633,2014-02-23,2014-03-24,2014-04-18,"Provide tool tip for Admin, Ac settings and for Logout in Options.",sohel,2014-02-27,Suggestion,,Label Issues,
10478486036639,2014-02-23,2014-05-23,2014-05-23,Why CDS  is in country us?,Ajay,2014-02-27,Bugs,,Label Issues,
10479107374561,2014-02-23,2014-06-06,2014-06-06,"checkbox of ""Show PIL"" show  when there is PIL present in search result",Ajay,2014-02-27,Suggestion,"No need to show ""Show PIL"" check box if there is no any PIL in search result.",Label Issues,
10479107374566,2014-02-23,2014-03-24,2014-04-18,Give validation on Save Search,Ajay,2014-02-27,Bugs,"If save search save with ""blank space"" its not working.",Label Issues,
10479107374571,2014-02-23,2014-05-23,2014-05-23,Tool tip not displaying properly in IE 11 while its fine in Chrome.,sohel,2014-02-27,Bugs,"it happens in many place, for example at Help button on top right of Application.

Note: there is no tool tip on many buttons or at many ploaces (i.e.. on Export => .... (All buttons under Export menu).
Kindly show same standard in whole application.",Label Issues,
